,image,label
274,"[[[ 10  31   4]
  [ 12  31  11]
  [  6  12   3]
  ...
  [ 69 107  35]
  [ 18  58   6]
  [ 20  68   4]]

 [[ 18  52   8]
  [ 16  42  10]
  [ 18  29   3]
  ...
  [ 57 100  31]
  [ 23  72   7]
  [ 31  81  10]]

 [[ 16  52  10]
  [  8  23   3]
  [ 10  17   3]
  ...
  [ 52 100  29]
  [ 49  96  23]
  [ 54  96  23]]

 ...

 [[ 50  96  17]
  [ 19  66   9]
  [ 39  91  39]
  ...
  [118 154  81]
  [123 156  90]
  [ 92 117  42]]

 [[ 49  98  22]
  [ 29  83  28]
  [ 60 114  76]
  ...
  [114 149  86]
  [ 94 130  70]
  [ 60  99  38]]

 [[ 68 112  44]
  [ 55 110  61]
  [ 55 104  65]
  ...
  [ 61 108  61]
  [ 45  93  51]
  [ 32  79  38]]]",
275,"[[[ 94 172 221]
  [ 94 173 221]
  [ 94 173 222]
  ...
  [221 176  94]
  [ 92  68  31]
  [ 76  53  22]]

 [[ 96 172 221]
  [ 95 173 222]
  [ 95 173 222]
  ...
  [190 144  69]
  [ 98  63  22]
  [ 69  41   9]]

 [[ 95 173 222]
  [ 96 173 222]
  [ 96 174 222]
  ...
  [116  88  45]
  [ 81  50  20]
  [ 69  32  12]]

 ...

 [[128 201 246]
  [129 201 247]
  [128 201 246]
  ...
  [ 90  86  63]
  [ 84  84  64]
  [ 80  77  54]]

 [[128 201 246]
  [129 202 247]
  [129 202 247]
  ...
  [ 89  87  63]
  [ 77  79  58]
  [ 73  72  48]]

 [[129 202 247]
  [129 202 246]
  [129 202 247]
  ...
  [ 88  87  66]
  [ 78  77  55]
  [ 69  67  41]]]",0
276,,0.0
277,"[[[188 180 119]
  [207 197 141]
  [217 206 145]
  ...
  [190 150  96]
  [181 142  89]
  [195 150 102]]

 [[198 188 126]
  [214 203 145]
  [226 216 146]
  ...
  [163 135  74]
  [165 130  78]
  [183 138  90]]

 [[206 197 135]
  [222 209 150]
  [234 219 158]
  ...
  [157 132  69]
  [166 127  74]
  [173 126  76]]

 ...

 [[154 115  25]
  [138 143  22]
  [131 162  20]
  ...
  [ 59  44  49]
  [ 59  43  48]
  [ 55  42  48]]

 [[133 171  27]
  [137 178  45]
  [148 169  56]
  ...
  [ 60  43  46]
  [ 58  43  45]
  [ 53  40  44]]

 [[151 196  79]
  [157 173 103]
  [173 144 125]
  ...
  [ 57  41  43]
  [ 58  44  46]
  [ 59  43  49]]]",0
278,,0.0
279,"[[[ 36 155 209]
  [ 30 105 140]
  [ 33  99 131]
  ...
  [139 217 247]
  [139 217 247]
  [ 65 195 244]]

 [[ 38 124 168]
  [ 13  20  18]
  [  8   8   7]
  ...
  [255 255 255]
  [255 255 255]
  [111 208 244]]

 [[ 38 119 163]
  [  9   8  13]
  [  2   2   5]
  ...
  [255 255 255]
  [255 255 255]
  [112 205 247]]

 ...

 [[ 39 118 159]
  [  4   3   3]
  [  2   2   2]
  ...
  [ 48  48  48]
  [ 48  48  48]
  [ 37 134 174]]

 [[ 39 117 158]
  [  3   1   1]
  [  2   1   1]
  ...
  [ 46  47  45]
  [ 47  47  45]
  [ 38 133 173]]

 [[ 41 151 203]
  [ 32  94 129]
  [ 32  94 129]
  ...
  [ 41 115 148]
  [ 41 115 148]
  [ 38 157 211]]]",1
280,"[[[ 25  43   4]
  [ 27  51   6]
  [ 32  65   8]
  ...
  [ 93 106  73]
  [ 46  67  27]
  [ 32  56  10]]

 [[ 26  45   5]
  [ 29  54   7]
  [ 36  69  10]
  ...
  [102 115  82]
  [ 52  73  33]
  [ 35  61  13]]

 [[ 26  48   6]
  [ 31  60   8]
  [ 37  73  12]
  ...
  [100 115  79]
  [ 50  75  30]
  [ 35  64  12]]

 ...

 [[ 28  51  10]
  [ 29  60   9]
  [ 34  69  11]
  ...
  [ 62 101  14]
  [ 61  97  14]
  [ 55  88  13]]

 [[ 33  67  14]
  [ 35  75  14]
  [ 42  84  17]
  ...
  [ 34  52  10]
  [ 33  52  12]
  [ 32  49  11]]

 [[ 39  81  17]
  [ 41  86  17]
  [ 45  91  19]
  ...
  [ 26  44  13]
  [ 27  48  14]
  [ 27  47  14]]]",0
281,"[[[ 10  10  10]
  [  7   7   8]
  [  6   6   6]
  ...
  [ 23  23  23]
  [ 13  13  13]
  [  6   6   6]]

 [[ 16  15  13]
  [ 11  10  10]
  [  8   8   8]
  ...
  [ 20  20  20]
  [ 11  11  11]
  [  9   9   9]]

 [[ 24  22  19]
  [ 20  18  16]
  [ 13  13  13]
  ...
  [ 16  16  16]
  [ 10  11  10]
  [  9   9   9]]

 ...

 [[248 238 211]
  [248 237 210]
  [245 236 209]
  ...
  [ 93  87   9]
  [ 97  96   8]
  [ 84  79   7]]

 [[204 170 129]
  [198 163 121]
  [194 160 119]
  ...
  [ 96  92   8]
  [ 95  91   5]
  [ 72  64   4]]

 [[155 114  85]
  [157 115  87]
  [160 119  92]
  ...
  [ 91  90   7]
  [ 80  73   4]
  [ 66  54  13]]]",0
282,"[[[148 150 162]
  [146 150 161]
  [121 125 132]
  ...
  [162 162 161]
  [157 157 157]
  [149 149 151]]

 [[147 151 162]
  [142 146 157]
  [114 118 124]
  ...
  [163 164 163]
  [156 157 158]
  [149 150 152]]

 [[146 151 162]
  [135 140 150]
  [109 113 119]
  ...
  [162 163 164]
  [154 156 157]
  [151 152 154]]

 ...

 [[ 81  81  81]
  [ 72  73  72]
  [ 66  68  67]
  ...
  [ 98 141  55]
  [ 93 135  48]
  [107 148  71]]

 [[ 65  67  65]
  [ 61  62  60]
  [ 54  57  55]
  ...
  [ 88 129  48]
  [ 78 118  38]
  [ 89 130  58]]

 [[ 72  72  71]
  [ 64  65  62]
  [ 49  53  49]
  ...
  [116 154  92]
  [ 94 133  72]
  [ 77 118  48]]]",1
283,"[[[187 193 203]
  [207 211 217]
  [171 186 199]
  ...
  [197 209 215]
  [202 215 218]
  [200 213 216]]

 [[239 241 242]
  [223 229 233]
  [160 179 193]
  ...
  [172 187 202]
  [201 212 215]
  [199 211 215]]

 [[137 146 157]
  [156 164 177]
  [154 159 176]
  ...
  [199 207 213]
  [201 211 215]
  [199 209 212]]

 ...

 [[ 85  86  78]
  [ 66  66  59]
  [125 117 109]
  ...
  [100  63  66]
  [140  95  99]
  [137 135 133]]

 [[ 89  88  74]
  [108 107 103]
  [162 156 152]
  ...
  [126  92  92]
  [121  92  92]
  [123 121 120]]

 [[139 123 100]
  [152 136 124]
  [186 182 177]
  ...
  [120 116 116]
  [121 120 121]
  [122 122 122]]]",0
284,"[[[141 136 143]
  [156 150 156]
  [168 162 166]
  ...
  [139 136 143]
  [123 122 130]
  [102 101 111]]

 [[148 145 151]
  [163 159 164]
  [173 169 172]
  ...
  [143 143 149]
  [125 125 132]
  [108 108 117]]

 [[156 152 157]
  [168 166 169]
  [176 174 175]
  ...
  [153 157 161]
  [131 133 138]
  [112 113 120]]

 ...

 [[200 201 208]
  [209 210 214]
  [212 213 217]
  ...
  [177 178 183]
  [160 161 168]
  [142 143 152]]

 [[193 195 202]
  [204 206 211]
  [211 212 215]
  ...
  [179 180 187]
  [160 161 170]
  [138 142 152]]

 [[186 188 195]
  [198 201 206]
  [208 209 212]
  ...
  [175 178 185]
  [153 156 166]
  [129 134 145]]]",1
285,"[[[ 96  72  62]
  [ 98  74  63]
  [101  77  66]
  ...
  [254 254 255]
  [252 254 254]
  [249 254 251]]

 [[ 97  73  63]
  [ 99  74  64]
  [102  78  67]
  ...
  [255 255 255]
  [252 254 253]
  [229 252 242]]

 [[ 98  73  64]
  [100  76  66]
  [102  78  68]
  ...
  [255 255 255]
  [253 255 254]
  [241 253 248]]

 ...

 [[132 115 116]
  [133 119 120]
  [133 118 119]
  ...
  [164 153 153]
  [160 148 150]
  [157 145 145]]

 [[135 119 120]
  [137 124 126]
  [135 119 120]
  ...
  [156 143 143]
  [152 140 140]
  [150 138 138]]

 [[138 121 120]
  [135 119 119]
  [136 121 121]
  ...
  [157 144 144]
  [153 140 141]
  [146 132 132]]]",1
286,"[[[ 99 119 153]
  [ 99 120 155]
  [101 120 155]
  ...
  [111 134 177]
  [112 136 177]
  [113 137 177]]

 [[100 120 155]
  [100 120 155]
  [101 119 155]
  ...
  [112 135 179]
  [114 136 179]
  [114 137 178]]

 [[100 120 155]
  [100 119 155]
  [101 120 158]
  ...
  [114 135 180]
  [115 136 180]
  [115 137 180]]

 ...

 [[ 43  49  56]
  [ 34  39  41]
  [ 31  34  26]
  ...
  [ 55  53  59]
  [ 53  50  53]
  [ 51  50  50]]

 [[ 53  62  68]
  [ 53  59  62]
  [ 50  51  47]
  ...
  [ 49  47  50]
  [ 50  50  49]
  [ 52  51  50]]

 [[ 29  33  35]
  [ 38  44  45]
  [ 35  37  37]
  ...
  [ 41  40  44]
  [ 39  39  42]
  [ 38  39  39]]]",0
287,"[[[ 50  40  31]
  [ 55  43  34]
  [ 57  44  35]
  ...
  [124  99  77]
  [124  99  77]
  [125 100  78]]

 [[ 53  43  34]
  [ 54  43  34]
  [ 52  42  33]
  ...
  [125 100  78]
  [125 100  78]
  [126 101  79]]

 [[ 50  40  31]
  [ 50  40  31]
  [ 50  39  31]
  ...
  [125 100  78]
  [125 100  78]
  [126 101  79]]

 ...

 [[126 101  79]
  [126 101  79]
  [126 101  79]
  ...
  [ 62  49  39]
  [ 68  54  44]
  [ 74  59  46]]

 [[125 100  79]
  [122  97  77]
  [121  98  76]
  ...
  [ 71  56  45]
  [ 75  60  47]
  [ 78  62  49]]

 [[123  98  78]
  [118  95  75]
  [119  96  75]
  ...
  [ 79  63  49]
  [ 80  64  50]
  [ 79  63  50]]]",1
288,"[[[142  85  51]
  [141  84  49]
  [135  79  44]
  ...
  [231 233 232]
  [232 234 233]
  [231 233 232]]

 [[144  85  52]
  [135  75  40]
  [131  73  38]
  ...
  [234 236 235]
  [235 237 236]
  [233 235 234]]

 [[137  77  43]
  [130  70  35]
  [126  67  32]
  ...
  [236 238 237]
  [235 237 236]
  [234 236 235]]

 ...

 [[214 212 210]
  [212 209 208]
  [210 206 205]
  ...
  [237 236 238]
  [246 245 246]
  [245 244 245]]

 [[217 212 215]
  [216 212 211]
  [211 207 208]
  ...
  [214 213 214]
  [241 240 240]
  [244 243 244]]

 [[210 206 209]
  [214 210 211]
  [214 210 210]
  ...
  [201 200 202]
  [228 226 227]
  [244 242 243]]]",1
289,"[[[187 188 183]
  [204 211 204]
  [208 210 206]
  ...
  [166 223 233]
  [166 224 234]
  [161 224 229]]

 [[184 189 183]
  [204 209 206]
  [213 220 212]
  ...
  [171 222 233]
  [169 224 233]
  [160 224 228]]

 [[173 180 177]
  [198 206 196]
  [206 209 200]
  ...
  [169 226 238]
  [167 228 236]
  [161 225 229]]

 ...

 [[106 167 162]
  [142 181 146]
  [155 158 125]
  ...
  [ 93 155 139]
  [102 169 156]
  [109 175 162]]

 [[106 167 163]
  [139 181 145]
  [151 156 121]
  ...
  [ 92 154 139]
  [102 166 155]
  [109 174 160]]

 [[102 163 158]
  [138 181 148]
  [152 154 123]
  ...
  [ 92 153 140]
  [ 99 163 152]
  [108 170 154]]]",0
290,"[[[158 155 144]
  [157 156 144]
  [159 158 146]
  ...
  [118 116 107]
  [116 113 104]
  [114 110 102]]

 [[157 156 147]
  [156 156 144]
  [157 157 145]
  ...
  [118 116 108]
  [115 114 106]
  [113 111 103]]

 [[156 156 148]
  [157 157 147]
  [158 158 146]
  ...
  [119 116 107]
  [115 114 105]
  [113 113 104]]

 ...

 [[ 44  56  59]
  [ 43  55  58]
  [ 42  53  57]
  ...
  [ 47  42  38]
  [ 50  43  39]
  [ 52  44  41]]

 [[ 42  53  57]
  [ 44  55  59]
  [ 43  55  59]
  ...
  [ 49  38  31]
  [ 51  39  34]
  [ 52  40  35]]

 [[ 52  58  61]
  [ 47  54  55]
  [ 47  52  53]
  ...
  [ 56  38  31]
  [ 59  39  31]
  [ 55  36  27]]]",1
291,"[[[ 29  32  25]
  [ 30  35  27]
  [ 31  35  29]
  ...
  [101 102  99]
  [ 97 101  86]
  [ 88  97  52]]

 [[ 32  37  31]
  [ 33  38  33]
  [ 34  39  35]
  ...
  [100 101  96]
  [ 92  90  70]
  [ 88  93  40]]

 [[ 34  38  38]
  [ 35  40  40]
  [ 35  40  40]
  ...
  [104 107 100]
  [ 94  93  68]
  [ 90  93  37]]

 ...

 [[147 155 147]
  [ 84  91  81]
  [ 89  93  83]
  ...
  [ 12  15  20]
  [ 12  15  21]
  [ 11  14  19]]

 [[125 133 129]
  [ 79  86  78]
  [ 86  89  81]
  ...
  [ 11  14  20]
  [ 12  15  21]
  [ 11  14  19]]

 [[108 114 109]
  [ 71  76  70]
  [ 81  85  78]
  ...
  [ 12  15  21]
  [ 12  15  22]
  [ 11  14  19]]]",0
